"sample.group"	"dataseries"	"sampleID"	"original.sample.id"	"sample.id"	"timepoint"	"comp_1"	"comp_2"	"comp_3"	"comp_4"	"comp_5"	"comp_6"	"comp_7"	"comp_8"	"LRT_Sample_Treatment"	"original.NGS"	"original.NGS.FN"	"NGS"	"LRT_timepoint"	"dataseries_color"	"f_replicate"	"f_timepoint"	"FASTQ"	"sample.group_color"
"Irradiation_0h"	"Irradiation"	"FRA4505A1"	"control_0h_1"	"Irradiation_0h_1"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R1.fastq.gz"	"FRA4505A1_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_1_R1.fastq.gz"	0	"#0066FF"	"1"	"T0"	"Irradiation_0h_1"	"#00B0F6"
"Irradiation_0h"	"Irradiation"	"FRA4505A1"	"control_0h_1"	"Irradiation_0h_1"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R2.fastq.gz"	"FRA4505A1_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_1_R2.fastq.gz"	0	"#0066FF"	"1"	"T0"	"Irradiation_0h_1"	"#00B0F6"
"Irradiation_0h"	"Irradiation"	"FRA4505A2"	"control_0h_2"	"Irradiation_0h_2"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R1.fastq.gz"	"FRA4505A2_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_2_R1.fastq.gz"	0	"#0066FF"	"2"	"T0"	"Irradiation_0h_2"	"#00B0F6"
"Irradiation_24h"	"Irradiation"	"FRA4505A49"	"Irradiation_24h_1"	"Irradiation_24h_1"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A49_R2.fastq.gz"	"FRA4505A49_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_1_R2.fastq.gz"	24	"#0066FF"	"1"	"T24"	"Irradiation_24h_1"	"#C77CFF"
"Irradiation_24h"	"Irradiation"	"FRA4505A49"	"Irradiation_24h_1"	"Irradiation_24h_1"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A49_R1.fastq.gz"	"FRA4505A49_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_1_R1.fastq.gz"	24	"#0066FF"	"1"	"T24"	"Irradiation_24h_1"	"#C77CFF"
"Irradiation_24h"	"Irradiation"	"FRA4505A50"	"Irradiation_24h_2"	"Irradiation_24h_2"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A50_R1.fastq.gz"	"FRA4505A50_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_2_R1.fastq.gz"	24	"#0066FF"	"2"	"T24"	"Irradiation_24h_2"	"#C77CFF"
"Irradiation_24h"	"Irradiation"	"FRA4505A51"	"Irradiation_24h_3"	"Irradiation_24h_3"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A51_R1.fastq.gz"	"FRA4505A51_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_3_R1.fastq.gz"	24	"#0066FF"	"3"	"T24"	"Irradiation_24h_3"	"#C77CFF"
"Irradiation_24h"	"Irradiation"	"FRA4505A50"	"Irradiation_24h_2"	"Irradiation_24h_2"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A50_R2.fastq.gz"	"FRA4505A50_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_2_R2.fastq.gz"	24	"#0066FF"	"2"	"T24"	"Irradiation_24h_2"	"#C77CFF"
"Irradiation_24h"	"Irradiation"	"FRA4505A51"	"Irradiation_24h_3"	"Irradiation_24h_3"	24	""	""	"1_Irradiation_24h"	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A51_R2.fastq.gz"	"FRA4505A51_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_24h_3_R2.fastq.gz"	24	"#0066FF"	"3"	"T24"	"Irradiation_24h_3"	"#C77CFF"
"Irradiation_2h"	"Irradiation"	"FRA4505A45"	"Irradiation_2h_3"	"Irradiation_2h_3"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A45_R1.fastq.gz"	"FRA4505A45_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_3_R1.fastq.gz"	2	"#0066FF"	"3"	"T2"	"Irradiation_2h_3"	"#9590FF"
"Irradiation_2h"	"Irradiation"	"FRA4505A45"	"Irradiation_2h_3"	"Irradiation_2h_3"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A45_R2.fastq.gz"	"FRA4505A45_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_3_R2.fastq.gz"	2	"#0066FF"	"3"	"T2"	"Irradiation_2h_3"	"#9590FF"
"Irradiation_2h"	"Irradiation"	"FRA4505A44"	"Irradiation_2h_2"	"Irradiation_2h_2"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A44_R2.fastq.gz"	"FRA4505A44_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_2_R2.fastq.gz"	2	"#0066FF"	"2"	"T2"	"Irradiation_2h_2"	"#9590FF"
"Irradiation_2h"	"Irradiation"	"FRA4505A44"	"Irradiation_2h_2"	"Irradiation_2h_2"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A44_R1.fastq.gz"	"FRA4505A44_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_2_R1.fastq.gz"	2	"#0066FF"	"2"	"T2"	"Irradiation_2h_2"	"#9590FF"
"Irradiation_2h"	"Irradiation"	"FRA4505A43"	"Irradiation_2h_1"	"Irradiation_2h_1"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A43_R1.fastq.gz"	"FRA4505A43_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_1_R1.fastq.gz"	2	"#0066FF"	"1"	"T2"	"Irradiation_2h_1"	"#9590FF"
"Irradiation_2h"	"Irradiation"	"FRA4505A43"	"Irradiation_2h_1"	"Irradiation_2h_1"	2	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A43_R2.fastq.gz"	"FRA4505A43_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_2h_1_R2.fastq.gz"	2	"#0066FF"	"1"	"T2"	"Irradiation_2h_1"	"#9590FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A46"	"Irradiation_6h_1"	"Irradiation_6h_1"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A46_R1.fastq.gz"	"FRA4505A46_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_1_R1.fastq.gz"	6	"#0066FF"	"1"	"T6"	"Irradiation_6h_1"	"#35A2FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A46"	"Irradiation_6h_1"	"Irradiation_6h_1"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A46_R2.fastq.gz"	"FRA4505A46_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_1_R2.fastq.gz"	6	"#0066FF"	"1"	"T6"	"Irradiation_6h_1"	"#35A2FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A47"	"Irradiation_6h_2"	"Irradiation_6h_2"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A47_R1.fastq.gz"	"FRA4505A47_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_2_R1.fastq.gz"	6	"#0066FF"	"2"	"T6"	"Irradiation_6h_2"	"#35A2FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A48"	"Irradiation_6h_3"	"Irradiation_6h_3"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A48_R2.fastq.gz"	"FRA4505A48_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_3_R2.fastq.gz"	6	"#0066FF"	"3"	"T6"	"Irradiation_6h_3"	"#35A2FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A48"	"Irradiation_6h_3"	"Irradiation_6h_3"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A48_R1.fastq.gz"	"FRA4505A48_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_3_R1.fastq.gz"	6	"#0066FF"	"3"	"T6"	"Irradiation_6h_3"	"#35A2FF"
"Irradiation_6h"	"Irradiation"	"FRA4505A47"	"Irradiation_6h_2"	"Irradiation_6h_2"	6	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A47_R2.fastq.gz"	"FRA4505A47_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_6h_2_R2.fastq.gz"	6	"#0066FF"	"2"	"T6"	"Irradiation_6h_2"	"#35A2FF"
"NR_0h"	"NR"	"FRA4505A1"	"control_0h_1"	"NR_0h_1"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R2.fastq.gz"	"FRA4505A1_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_1_R2.fastq.gz"	0	"#CC00FF"	"1"	"T0"	"NR_0h_1"	"#E76BF3"
"NR_0h"	"NR"	"FRA4505A3"	"control_0h_3"	"NR_0h_3"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R1.fastq.gz"	"FRA4505A3_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_3_R1.fastq.gz"	0	"#CC00FF"	"3"	"T0"	"NR_0h_3"	"#E76BF3"
"NR_0h"	"NR"	"FRA4505A1"	"control_0h_1"	"NR_0h_1"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R1.fastq.gz"	"FRA4505A1_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_1_R1.fastq.gz"	0	"#CC00FF"	"1"	"T0"	"NR_0h_1"	"#E76BF3"
"NR_0h"	"NR"	"FRA4505A3"	"control_0h_3"	"NR_0h_3"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R2.fastq.gz"	"FRA4505A3_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_3_R2.fastq.gz"	0	"#CC00FF"	"3"	"T0"	"NR_0h_3"	"#E76BF3"
"NR_0h"	"NR"	"FRA4505A2"	"control_0h_2"	"NR_0h_2"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R1.fastq.gz"	"FRA4505A2_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_2_R1.fastq.gz"	0	"#CC00FF"	"2"	"T0"	"NR_0h_2"	"#E76BF3"
"NR_0h"	"NR"	"FRA4505A2"	"control_0h_2"	"NR_0h_2"	0	""	""	""	""	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R2.fastq.gz"	"FRA4505A2_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_0h_2_R2.fastq.gz"	0	"#CC00FF"	"2"	"T0"	"NR_0h_2"	"#E76BF3"
"NR_24h"	"NR"	"FRA4505A33"	"NR_24h_3"	"NR_24h_3"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A33_R2.fastq.gz"	"FRA4505A33_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_3_R2.fastq.gz"	24	"#CC00FF"	"3"	"T24"	"NR_24h_3"	"#FF62BC"
"NR_24h"	"NR"	"FRA4505A31"	"NR_24h_1"	"NR_24h_1"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A31_R2.fastq.gz"	"FRA4505A31_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_1_R2.fastq.gz"	24	"#CC00FF"	"1"	"T24"	"NR_24h_1"	"#FF62BC"
"NR_24h"	"NR"	"FRA4505A33"	"NR_24h_3"	"NR_24h_3"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A33_R1.fastq.gz"	"FRA4505A33_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_3_R1.fastq.gz"	24	"#CC00FF"	"3"	"T24"	"NR_24h_3"	"#FF62BC"
"NR_24h"	"NR"	"FRA4505A32"	"NR_24h_2"	"NR_24h_2"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A32_R1.fastq.gz"	"FRA4505A32_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_2_R1.fastq.gz"	24	"#CC00FF"	"2"	"T24"	"NR_24h_2"	"#FF62BC"
"NR_24h"	"NR"	"FRA4505A32"	"NR_24h_2"	"NR_24h_2"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A32_R2.fastq.gz"	"FRA4505A32_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_2_R2.fastq.gz"	24	"#CC00FF"	"2"	"T24"	"NR_24h_2"	"#FF62BC"
"NR_24h"	"NR"	"FRA4505A31"	"NR_24h_1"	"NR_24h_1"	24	""	""	""	"1_NR_24h"	""	""	""	"1_NR"	"control_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A31_R1.fastq.gz"	"FRA4505A31_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_24h_1_R1.fastq.gz"	24	"#CC00FF"	"1"	"T24"	"NR_24h_1"	"#FF62BC"
"NR_2h"	"NR"	"FRA4505A26"	"NR_2h_2"	"NR_2h_2"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A26_R2.fastq.gz"	"FRA4505A26_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_2_R2.fastq.gz"	2	"#CC00FF"	"2"	"T2"	"NR_2h_2"	"#FF6A98"
"NR_2h"	"NR"	"FRA4505A25"	"NR_2h_1"	"NR_2h_1"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A25_R2.fastq.gz"	"FRA4505A25_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_1_R2.fastq.gz"	2	"#CC00FF"	"1"	"T2"	"NR_2h_1"	"#FF6A98"
"NR_2h"	"NR"	"FRA4505A25"	"NR_2h_1"	"NR_2h_1"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A25_R1.fastq.gz"	"FRA4505A25_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_1_R1.fastq.gz"	2	"#CC00FF"	"1"	"T2"	"NR_2h_1"	"#FF6A98"
"NR_2h"	"NR"	"FRA4505A26"	"NR_2h_2"	"NR_2h_2"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A26_R1.fastq.gz"	"FRA4505A26_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_2_R1.fastq.gz"	2	"#CC00FF"	"2"	"T2"	"NR_2h_2"	"#FF6A98"
"NR_2h"	"NR"	"FRA4505A27"	"NR_2h_3"	"NR_2h_3"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A27_R1.fastq.gz"	"FRA4505A27_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_3_R1.fastq.gz"	2	"#CC00FF"	"3"	"T2"	"NR_2h_3"	"#FF6A98"
"NR_2h"	"NR"	"FRA4505A27"	"NR_2h_3"	"NR_2h_3"	2	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A27_R2.fastq.gz"	"FRA4505A27_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_2h_3_R2.fastq.gz"	2	"#CC00FF"	"3"	"T2"	"NR_2h_3"	"#FF6A98"
"NR_6h"	"NR"	"FRA4505A29"	"NR_6h_2"	"NR_6h_2"	6	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A29_R2.fastq.gz"	"FRA4505A29_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_6h_2_R2.fastq.gz"	6	"#CC00FF"	"2"	"T6"	"NR_6h_2"	"#FA62DB"
"NR_6h"	"NR"	"FRA4505A30"	"NR_6h_3"	"NR_6h_3"	6	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A30_R2.fastq.gz"	"FRA4505A30_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_6h_3_R2.fastq.gz"	6	"#CC00FF"	"3"	"T6"	"NR_6h_3"	"#FA62DB"
"NR_6h"	"NR"	"FRA4505A28"	"NR_6h_1"	"NR_6h_1"	6	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A28_R1.fastq.gz"	"FRA4505A28_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_6h_1_R1.fastq.gz"	6	"#CC00FF"	"1"	"T6"	"NR_6h_1"	"#FA62DB"
"NR_6h"	"NR"	"FRA4505A30"	"NR_6h_3"	"NR_6h_3"	6	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A30_R1.fastq.gz"	"FRA4505A30_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_6h_3_R1.fastq.gz"	6	"#CC00FF"	"3"	"T6"	"NR_6h_3"	"#FA62DB"
"NR_6h"	"NR"	"FRA4505A29"	"NR_6h_2"	"NR_6h_2"	6	""	""	""	""	""	""	""	"1_NR"	"Hypoxia_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A29_R1.fastq.gz"	"FRA4505A29_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/NR_6h_2_R1.fastq.gz"	6	"#CC00FF"	"2"	"T6"	"NR_6h_2"	"#FA62DB"
