"sample.group"	"dataseries"	"sampleID"	"original.sample.id"	"sample.id"	"timepoint"	"comp_1"	"comp_2"	"comp_3"	"comp_4"	"comp_5"	"comp_6"	"comp_7"	"comp_8"	"LRT_Sample_Treatment"	"original.NGS"	"original.NGS.FN"	"NGS"	"LRT_timepoint"	"dataseries_color"	"f_replicate"	"f_timepoint"	"FASTQ"	"sample.group_color"
"HighFatDiet_24h"	"HighFatDiet"	"FRA4505A23"	"high_fat_diet_24h_2"	"HighFatDiet_24h_2"	24	"1_high_fat_diest_24h"	""	""	""	"1_HighFatDiet"	""	""	""	"control_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A23_R1.fastq.gz"	"FRA4505A23_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_24h_2_R1.fastq.gz"	24	"#CCFF00"	"2"	"T24"	"HighFatDiet_24h_2"	"#A3A500"
"HighFatDiet_24h"	"HighFatDiet"	"FRA4505A23"	"high_fat_diet_24h_2"	"HighFatDiet_24h_2"	24	"1_high_fat_diest_24h"	""	""	""	"1_HighFatDiet"	""	""	""	"control_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A23_R2.fastq.gz"	"FRA4505A23_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_24h_2_R2.fastq.gz"	24	"#CCFF00"	"2"	"T24"	"HighFatDiet_24h_2"	"#A3A500"
"HighFatDiet_24h"	"HighFatDiet"	"FRA4505A24"	"high_fat_diet_24h_3"	"HighFatDiet_24h_3"	24	"1_high_fat_diest_24h"	""	""	""	"1_HighFatDiet"	""	""	""	"control_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A24_R2.fastq.gz"	"FRA4505A24_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_24h_3_R2.fastq.gz"	24	"#CCFF00"	"3"	"T24"	"HighFatDiet_24h_3"	"#A3A500"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A17"	"high_fat_diet_2h_2"	"HighFatDiet_2h_2"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A17_R2.fastq.gz"	"FRA4505A17_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_2_R2.fastq.gz"	2	"#CCFF00"	"2"	"T2"	"HighFatDiet_2h_2"	"#39B600"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A18"	"high_fat_diet_2h_3"	"HighFatDiet_2h_3"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A18_R1.fastq.gz"	"FRA4505A18_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_3_R1.fastq.gz"	2	"#CCFF00"	"3"	"T2"	"HighFatDiet_2h_3"	"#39B600"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A16"	"high_fat_diet_2h_1"	"HighFatDiet_2h_1"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A16_R2.fastq.gz"	"FRA4505A16_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_1_R2.fastq.gz"	2	"#CCFF00"	"1"	"T2"	"HighFatDiet_2h_1"	"#39B600"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A17"	"high_fat_diet_2h_2"	"HighFatDiet_2h_2"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A17_R1.fastq.gz"	"FRA4505A17_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_2_R1.fastq.gz"	2	"#CCFF00"	"2"	"T2"	"HighFatDiet_2h_2"	"#39B600"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A18"	"high_fat_diet_2h_3"	"HighFatDiet_2h_3"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A18_R2.fastq.gz"	"FRA4505A18_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_3_R2.fastq.gz"	2	"#CCFF00"	"3"	"T2"	"HighFatDiet_2h_3"	"#39B600"
"HighFatDiet_2h"	"HighFatDiet"	"FRA4505A16"	"high_fat_diet_2h_1"	"HighFatDiet_2h_1"	2	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A16_R1.fastq.gz"	"FRA4505A16_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_2h_1_R1.fastq.gz"	2	"#CCFF00"	"1"	"T2"	"HighFatDiet_2h_1"	"#39B600"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A19"	"high_fat_diet_6h_1"	"HighFatDiet_6h_1"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A19_R2.fastq.gz"	"FRA4505A19_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_1_R2.fastq.gz"	6	"#CCFF00"	"1"	"T6"	"HighFatDiet_6h_1"	"#00BB4E"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A19"	"high_fat_diet_6h_1"	"HighFatDiet_6h_1"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A19_R1.fastq.gz"	"FRA4505A19_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_1_R1.fastq.gz"	6	"#CCFF00"	"1"	"T6"	"HighFatDiet_6h_1"	"#00BB4E"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A20"	"high_fat_diet_6h_2"	"HighFatDiet_6h_2"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A20_R2.fastq.gz"	"FRA4505A20_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_2_R2.fastq.gz"	6	"#CCFF00"	"2"	"T6"	"HighFatDiet_6h_2"	"#00BB4E"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A20"	"high_fat_diet_6h_2"	"HighFatDiet_6h_2"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A20_R1.fastq.gz"	"FRA4505A20_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_2_R1.fastq.gz"	6	"#CCFF00"	"2"	"T6"	"HighFatDiet_6h_2"	"#00BB4E"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A21"	"high_fat_diet_6h_3"	"HighFatDiet_6h_3"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A21_R2.fastq.gz"	"FRA4505A21_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_3_R2.fastq.gz"	6	"#CCFF00"	"3"	"T6"	"HighFatDiet_6h_3"	"#00BB4E"
"HighFatDiet_6h"	"HighFatDiet"	"FRA4505A21"	"high_fat_diet_6h_3"	"HighFatDiet_6h_3"	6	""	""	""	""	"1_HighFatDiet"	""	""	""	"control_6h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A21_R1.fastq.gz"	"FRA4505A21_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/HighFatDiet_6h_3_R1.fastq.gz"	6	"#CCFF00"	"3"	"T6"	"HighFatDiet_6h_3"	"#00BB4E"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A1"	"control_0h_1"	"Hypoxia_0h_1"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R1.fastq.gz"	"FRA4505A1_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_1_R1.fastq.gz"	0	"#00FF66"	"1"	"T0"	"Hypoxia_0h_1"	"#00C1A3"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A2"	"control_0h_2"	"Hypoxia_0h_2"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R1.fastq.gz"	"FRA4505A2_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_2_R1.fastq.gz"	0	"#00FF66"	"2"	"T0"	"Hypoxia_0h_2"	"#00C1A3"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A2"	"control_0h_2"	"Hypoxia_0h_2"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R2.fastq.gz"	"FRA4505A2_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_2_R2.fastq.gz"	0	"#00FF66"	"2"	"T0"	"Hypoxia_0h_2"	"#00C1A3"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A1"	"control_0h_1"	"Hypoxia_0h_1"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A1_R2.fastq.gz"	"FRA4505A1_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_1_R2.fastq.gz"	0	"#00FF66"	"1"	"T0"	"Hypoxia_0h_1"	"#00C1A3"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A3"	"control_0h_3"	"Hypoxia_0h_3"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R1.fastq.gz"	"FRA4505A3_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_3_R1.fastq.gz"	0	"#00FF66"	"3"	"T0"	"Hypoxia_0h_3"	"#00C1A3"
"Hypoxia_0h"	"Hypoxia"	"FRA4505A3"	"control_0h_3"	"Hypoxia_0h_3"	0	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R2.fastq.gz"	"FRA4505A3_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_0h_3_R2.fastq.gz"	0	"#00FF66"	"3"	"T0"	"Hypoxia_0h_3"	"#00C1A3"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A40"	"Hypoxia_24h_1"	"Hypoxia_24h_1"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A40_R1.fastq.gz"	"FRA4505A40_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_1_R1.fastq.gz"	24	"#00FF66"	"1"	"T24"	"Hypoxia_24h_1"	"#00BAE0"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A40"	"Hypoxia_24h_1"	"Hypoxia_24h_1"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A40_R2.fastq.gz"	"FRA4505A40_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_1_R2.fastq.gz"	24	"#00FF66"	"1"	"T24"	"Hypoxia_24h_1"	"#00BAE0"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A41"	"Hypoxia_24h_2"	"Hypoxia_24h_2"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A41_R2.fastq.gz"	"FRA4505A41_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_2_R2.fastq.gz"	24	"#00FF66"	"2"	"T24"	"Hypoxia_24h_2"	"#00BAE0"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A41"	"Hypoxia_24h_2"	"Hypoxia_24h_2"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A41_R1.fastq.gz"	"FRA4505A41_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_2_R1.fastq.gz"	24	"#00FF66"	"2"	"T24"	"Hypoxia_24h_2"	"#00BAE0"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A42"	"Hypoxia_24h_3"	"Hypoxia_24h_3"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A42_R2.fastq.gz"	"FRA4505A42_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_3_R2.fastq.gz"	24	"#00FF66"	"3"	"T24"	"Hypoxia_24h_3"	"#00BAE0"
"Hypoxia_24h"	"Hypoxia"	"FRA4505A42"	"Hypoxia_24h_3"	"Hypoxia_24h_3"	24	""	"1_Hypoxia_24h"	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_0h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A42_R1.fastq.gz"	"FRA4505A42_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_24h_3_R1.fastq.gz"	24	"#00FF66"	"3"	"T24"	"Hypoxia_24h_3"	"#00BAE0"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A36"	"Hypoxia_2h_3"	"Hypoxia_2h_3"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A36_R1.fastq.gz"	"FRA4505A36_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_3_R1.fastq.gz"	2	"#00FF66"	"3"	"T2"	"Hypoxia_2h_3"	"#00BFC4"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A35"	"Hypoxia_2h_2"	"Hypoxia_2h_2"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A35_R1.fastq.gz"	"FRA4505A35_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_2_R1.fastq.gz"	2	"#00FF66"	"2"	"T2"	"Hypoxia_2h_2"	"#00BFC4"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A34"	"Hypoxia_2h_1"	"Hypoxia_2h_1"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A34_R2.fastq.gz"	"FRA4505A34_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_1_R2.fastq.gz"	2	"#00FF66"	"1"	"T2"	"Hypoxia_2h_1"	"#00BFC4"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A34"	"Hypoxia_2h_1"	"Hypoxia_2h_1"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A34_R1.fastq.gz"	"FRA4505A34_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_1_R1.fastq.gz"	2	"#00FF66"	"1"	"T2"	"Hypoxia_2h_1"	"#00BFC4"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A36"	"Hypoxia_2h_3"	"Hypoxia_2h_3"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A36_R2.fastq.gz"	"FRA4505A36_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_3_R2.fastq.gz"	2	"#00FF66"	"3"	"T2"	"Hypoxia_2h_3"	"#00BFC4"
"Hypoxia_2h"	"Hypoxia"	"FRA4505A35"	"Hypoxia_2h_2"	"Hypoxia_2h_2"	2	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A35_R2.fastq.gz"	"FRA4505A35_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_2h_2_R2.fastq.gz"	2	"#00FF66"	"2"	"T2"	"Hypoxia_2h_2"	"#00BFC4"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A39"	"Hypoxia_6h_3"	"Hypoxia_6h_3"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A39_R2.fastq.gz"	"FRA4505A39_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_3_R2.fastq.gz"	6	"#00FF66"	"3"	"T6"	"Hypoxia_6h_3"	"#00BF7D"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A37"	"Hypoxia_6h_1"	"Hypoxia_6h_1"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A37_R2.fastq.gz"	"FRA4505A37_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_1_R2.fastq.gz"	6	"#00FF66"	"1"	"T6"	"Hypoxia_6h_1"	"#00BF7D"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A37"	"Hypoxia_6h_1"	"Hypoxia_6h_1"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A37_R1.fastq.gz"	"FRA4505A37_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_1_R1.fastq.gz"	6	"#00FF66"	"1"	"T6"	"Hypoxia_6h_1"	"#00BF7D"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A38"	"Hypoxia_6h_2"	"Hypoxia_6h_2"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A38_R1.fastq.gz"	"FRA4505A38_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_2_R1.fastq.gz"	6	"#00FF66"	"2"	"T6"	"Hypoxia_6h_2"	"#00BF7D"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A39"	"Hypoxia_6h_3"	"Hypoxia_6h_3"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A39_R1.fastq.gz"	"FRA4505A39_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_3_R1.fastq.gz"	6	"#00FF66"	"3"	"T6"	"Hypoxia_6h_3"	"#00BF7D"
"Hypoxia_6h"	"Hypoxia"	"FRA4505A38"	"Hypoxia_6h_2"	"Hypoxia_6h_2"	6	""	""	""	""	""	"1_Hypoxia"	""	""	"high_fat_diet_24h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A38_R2.fastq.gz"	"FRA4505A38_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Hypoxia_6h_2_R2.fastq.gz"	6	"#00FF66"	"2"	"T6"	"Hypoxia_6h_2"	"#00BF7D"
"Irradiation_0h"	"Irradiation"	"FRA4505A3"	"control_0h_3"	"Irradiation_0h_3"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R2.fastq.gz"	"FRA4505A3_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_3_R2.fastq.gz"	0	"#0066FF"	"3"	"T0"	"Irradiation_0h_3"	"#00B0F6"
"Irradiation_0h"	"Irradiation"	"FRA4505A3"	"control_0h_3"	"Irradiation_0h_3"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A3_R1.fastq.gz"	"FRA4505A3_R1.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_3_R1.fastq.gz"	0	"#0066FF"	"3"	"T0"	"Irradiation_0h_3"	"#00B0F6"
"Irradiation_0h"	"Irradiation"	"FRA4505A2"	"control_0h_2"	"Irradiation_0h_2"	0	""	""	""	""	""	""	"1_Irradiation"	""	"high_fat_diet_2h"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/FRA4505A2_R2.fastq.gz"	"FRA4505A2_R2.fastq.gz"	"/camp/stp/babs/working/boeings/Projects/goulda/adrien.franchet/472_brains_from_drosophila_larvae_RN21220/FASTQ_files/Irradiation_0h_2_R2.fastq.gz"	0	"#0066FF"	"2"	"T0"	"Irradiation_0h_2"	"#00B0F6"
